Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Year_as_date
Assassin'S Creed: Brotherhood,PS3,Ubisoft,Ubisoft Montreal,9.1,,2.85,2010,Action,1.87,0.57,0.11,0.3,2.84,2010-01-01
Command & Conquer: Red Alert,PC,Virgin Interactive,Westwood Studios,9.3,,2.85,1996,Strategy,1.37,1.34,0.0,0.14,2.85,1996-01-01
Metroid Prime,GC,Nintendo,Retro Studios,9.6,9.5,2.84,2002,Shooter,1.96,0.67,0.1,0.09,2.82,2002-01-01
Mario Party: Island Tour,3DS,Nintendo,"Nd Cube Co., Ltd.",5.5,6.0,2.83,2013,Misc,0.61,0.59,0.55,0.11,1.85,2013-01-01
Finding Nemo,GBA,Thq,Vicarious Visions,6.999999999999999,,2.82,2003,Action,1.59,1.05,0.04,0.14,2.82,2003-01-01
Medal Of Honor,PS3,Electronic Arts,EA Los Angeles,6.999999999999999,,2.82,2010,Shooter,1.28,1.05,0.07,0.43,2.83,2010-01-01
The Legend Of Zelda: A Link To The Past,GBA,Nintendo,"Flagship Co., Ltd. / Nintendo EAD",9.6,,2.82,2002,Action,1.75,0.52,0.33,0.1,2.7,2002-01-01
Need For Speed: Hot Pursuit,PS3,Electronic Arts,Criterion Games,8.9,,2.81,2010,Racing,1.05,1.25,0.03,0.48,2.81,2010-01-01
Imagine: Fashion Designer,DS,Ubisoft,Virtual Toys / Lexis Numerique,3.0,,2.81,2007,Simulation,1.32,1.19,0.0,0.3,2.81,2007-01-01
Killzone 3,PS3,Sony Computer Entertainment,Guerrilla Games,8.2,,2.81,2011,Shooter,1.45,0.88,0.09,0.38,2.79,2011-01-01
Hitman: Absolution,PC,Square Enix,IO Interactive,9.0,7.1,2.81,2012,Action,0.03,0.17,0.0,0.04,0.25,2012-01-01
Wwe Smackdown! Here Comes The Pain,PS2,Thq,Yuke's,9.1,,2.8,2003,Fighting,1.32,1.06,0.04,0.38,2.8,2003-01-01
Skylanders: Spyro'S Adventure,WII,Activision,Toys for Bob,8.0,,2.79,2011,Action,1.4,1.14,0.0,0.31,2.85,2011-01-01
A Bug'S Life,PS,Sony Computer Entertainment,Traveller's Tales,3.6,,2.79,1998,Platform,1.96,0.72,0.0,0.11,2.79,1998-01-01
Wwf Smackdown! Just Bring It,PS2,Thq,Yuke's,7.799999999999999,,2.79,2001,Fighting,1.19,1.15,0.04,0.41,2.79,2001-01-01
Jak Ii,PS2,Sony Computer Entertainment,Naughty Dog,9.5,,2.78,2003,Platform,1.68,0.74,0.0,0.36,2.78,2003-01-01
Ratchet & Clank: Going Commando,PS2,Sony Computer Entertainment,Insomniac Games,8.7,,2.78,2003,Platform,1.44,0.83,0.26,0.25,2.78,2003-01-01
The Sims,PS2,Electronic Arts,Edge of Reality,8.0,,2.77,2003,Simulation,1.41,1.12,0.0,0.24,2.77,2003-01-01
Star Wars: The Force Unleashed,X360,Lucasarts,LucasArts,7.099999999999999,,2.77,2008,Action,1.74,0.8,0.0,0.26,2.8,2008-01-01
Saints Row: The Third,X360,Thq,Volition Inc.,8.3,,2.77,2011,Action,1.25,1.15,0.07,0.3,2.77,2011-01-01
Battlefield 3,PC,Electronic Arts,Dice,8.9,7.6,2.76,2011,Shooter,0.89,1.43,0.0,0.48,2.79,2011-01-01
Tetris Ds,DS,Nintendo,Nintendo,8.5,,2.74,2006,Puzzle,0.64,0.07,1.35,0.08,2.13,2006-01-01
Far Cry: Primal,PS4,Ubisoft,Ubisoft Montreal,7.200000000000001,,2.73,2016,Action,0.59,1.16,0.06,0.33,2.13,2016-01-01
Need For Speed (2015),PS4,Electronic Arts,Ghost Games,6.999999999999999,,2.72,2015,Racing,0.49,1.49,0.05,0.36,2.39,2015-01-01
Tom Clancy'S Rainbow Six: Siege,XONE,Ubisoft,Ubisoft Montreal,8.22,,2.71,2015,Shooter,0.73,0.44,0.0,0.12,1.29,2015-01-01
Call Of Duty 3,X360,Activision,Treyarch,8.0,8.4,2.7,2006,Shooter,1.49,0.93,0.02,0.27,2.71,2006-01-01
Lego Star Wars Ii: The Original Trilogy,PS2,Lucasarts,Traveller's Tales,8.4,,2.69,2006,Action,1.85,0.64,0.01,0.19,2.69,2006-01-01
Burnout 3: Takedown,PS2,Electronic Arts,Criterion Games,9.3,,2.68,2004,Racing,1.23,1.11,0.0,0.34,2.68,2004-01-01
Halo Wars,X360,Microsoft Game Studios,Ensemble Studios,8.1,8.5,2.67,2009,Strategy,1.53,0.82,0.04,0.24,2.63,2009-01-01
Guitar Hero: World Tour,X360,Activision,Neversoft Entertainment,8.6,,2.66,2008,Misc,1.78,0.64,0.0,0.25,2.67,2008-01-01
Medal Of Honor Heroes,PSP,Electronic Arts,Team Fusion,6.7,,2.66,2006,Shooter,0.86,1.11,0.01,0.66,2.65,2006-01-01
Need For Speed: Shift,PS3,Electronic Arts,Slightly Mad Studios,8.2,,2.65,2009,Racing,0.69,1.41,0.04,0.53,2.68,2009-01-01
Tom Clancy'S Splinter Cell,PS2,Ubisoft,Ubisoft,9.1,,2.65,2003,Action,1.15,1.11,0.0,0.4,2.65,2003-01-01
Star Wars: Shadows Of The Empire,N64,Nintendo,LucasArts,6.500000000000001,,2.65,1996,Action,2.0,0.5,0.12,0.03,2.65,1996-01-01
Medal Of Honor,X360,Electronic Arts,EA Los Angeles,7.300000000000001,,2.64,2010,Shooter,1.55,0.81,0.04,0.21,2.62,2010-01-01
Mario & Luigi: Dream Team,3DS,Nintendo,AlphaDream Corporation,8.0,8.1,2.63,2013,Role-Playing,0.89,0.57,0.46,0.13,2.06,2013-01-01
Espn Nfl 2K5,PS2,Sega,Visual Concepts,9.3,,2.62,2004,Sports,2.15,0.12,0.0,0.36,2.62,2004-01-01
Littlebigplanet,PSP,Sony Computer Entertainment,SCEE Cambridge,8.8,,2.61,2009,Platform,0.64,1.24,0.01,0.69,2.58,2009-01-01
Harry Potter And The Chamber Of Secrets,PS2,Electronic Arts,Eurocom Entertainment Software,8.4,,2.61,2002,Action,0.9,1.22,0.04,0.44,2.61,2002-01-01
Mario Strikers Charged,WII,Nintendo,Next Level Games,7.700000000000001,,2.6,2007,Sports,1.07,1.06,0.24,0.25,2.62,2007-01-01
Streets Of Rage,GEN,Sega,Sega,7.86,,2.6,1990,Action,1.86,0.55,0.11,0.08,2.6,1990-01-01
Lego Star Wars: The Complete Saga,X360,Lucasarts,Traveller's Tales,8.0,,2.59,2007,Action,1.53,0.87,0.0,0.24,2.64,2007-01-01
Tom Clancy'S The Division,XONE,Ubisoft,Massive Entertainment,8.0,6.9,2.59,2016,Shooter,1.2,0.62,0.0,0.18,2.01,2016-01-01
Fifa Soccer 09,PS3,Electronic Arts,EA Canada,8.6,,2.59,2008,Sports,0.48,1.63,0.04,0.43,2.59,2008-01-01
Wwe Smackdown Vs. Raw 2007,PS2,Thq,Yuke's,8.0,,2.58,2006,Fighting,1.4,0.88,0.03,0.26,2.58,2006-01-01
Skylanders Giants,WII,Activision,Toys for Bob,8.0,,2.58,2012,Action,1.56,0.88,0.0,0.22,2.65,2012-01-01
Ratchet & Clank: Up Your Arsenal,PS2,Sony Computer Entertainment,Insomniac Games,9.1,,2.57,2004,Platform,1.31,0.74,0.31,0.22,2.57,2004-01-01
Clubhouse Games,DS,Nintendo,Agenda,8.3,,2.57,2006,Misc,0.59,1.83,0.73,0.35,3.5,2006-01-01
Ratchet & Clank Future: Tools Of Destruction,PS3,Sony Computer Entertainment,Insomniac Games,8.9,,2.57,2007,Platform,0.93,1.12,0.08,0.45,2.59,2007-01-01
Dragon Age: Origins,X360,Electronic Arts,BioWare Edmonton,8.5,,2.56,2009,Role-Playing,1.76,0.56,0.03,0.22,2.57,2009-01-01
Kirby: Triple Deluxe,3DS,Nintendo,HAL Laboratory,7.800000000000001,8.7,2.56,2014,Platform,0.61,0.34,0.79,0.09,1.82,2014-01-01
Crazy Taxi,PS2,Acclaim Entertainment,Hitmaker,8.2,,2.52,2001,Racing,1.13,1.12,0.06,0.22,2.52,2001-01-01
Tomb Raider (2013),PS3,Square Enix,Crystal Dynamics,8.9,,2.51,2013,Action,0.6,1.31,0.08,0.52,2.51,2013-01-01
Marvel: Ultimate Alliance,X360,Activision,Raven Software,8.3,,2.5,2006,Role-Playing,2.29,0.02,0.0,0.19,2.5,2006-01-01
Black & White,PC,Electronic Arts,Lionhead Studios,9.3,,2.5,2001,Strategy,0.0,0.04,0.0,0.01,0.04,2001-01-01
Dance Central,X360,Mtv Games,Harmonix Music Systems,8.4,,2.5,2010,Misc,2.15,0.77,0.01,0.26,3.19,2010-01-01
Dragon Ball Z: Budokai 3,PS2,Atari,Dimps Corporation,7.819999999999999,,2.5,2004,Fighting,1.09,0.15,0.65,0.04,1.94,2004-01-01
Far Cry,PC,Ubisoft,Crytek,8.6,,2.5,2004,Shooter,0.0,0.04,0.0,0.01,0.05,2004-01-01
Rise Of The Tomb Raider,PC,Square Enix,Crystal Dynamics,8.6,7.9,2.49,2016,Adventure,0.0,0.09,0.0,0.01,0.1,2016-01-01
Game Party,WII,Midway Games,JGI Entertainment,2.6,,2.49,2007,Misc,1.5,0.78,0.0,0.24,2.52,2007-01-01
Mortal Kombat: Deadly Alliance,PS2,Midway Games,Midway,8.2,,2.49,2002,Fighting,1.81,0.52,0.0,0.15,2.49,2002-01-01
Saints Row: The Third,PS3,Thq,Volition Inc.,8.3,,2.48,2011,Action,0.86,1.06,0.18,0.39,2.49,2011-01-01
Pure,X360,Disney Interactive Studios,Black Rock Studio,8.3,,2.47,2008,Racing,1.38,0.85,0.0,0.25,2.48,2008-01-01
Battlefield 1942,PC,Electronic Arts,Digital Illusions CE,9.0,,2.47,2002,Shooter,0.01,0.01,0.0,0.0,0.03,2002-01-01
Resistance 2,PS3,Sony Computer Entertainment,Insomniac Games,8.5,8.7,2.47,2008,Shooter,1.15,0.85,0.1,0.39,2.48,2008-01-01
Mario Party 4,GC,Nintendo,Hudson Soft,6.999999999999999,,2.46,2002,Misc,1.13,0.36,0.92,0.07,2.47,2002-01-01
Paper Mario: Sticker Star,3DS,Nintendo,Intelligent Systems,8.3,5.7,2.46,2012,Role-Playing,1.12,0.39,0.64,0.12,2.27,2012-01-01
Dark Souls Iii,PS4,Namco Bandai Games,From Software,8.9,8.8,2.45,2016,Role-Playing,0.58,0.44,0.33,0.21,1.56,2016-01-01
Udraw Studio,WII,Thq,"Pipeworks Software, Inc.",8.079999999999998,,2.44,2010,Misc,1.67,0.58,0.0,0.2,2.46,2010-01-01
Twisted Metal 2,PS,Sony Computer Entertainment,SingleTrac,8.7,,2.44,1996,Racing,2.12,0.25,0.0,0.07,2.44,1996-01-01
The Sims: Bustin' Out,PS2,Electronic Arts,Maxis,8.0,,2.43,2003,Simulation,1.07,1.19,0.0,0.18,2.43,2003-01-01
Need For Speed Carbon: Own The City,PSP,Electronic Arts,EA Black Box,7.4,,2.42,2006,Racing,0.87,0.98,0.0,0.59,2.44,2006-01-01
Ice Hockey,NES,Nintendo,Nintendo,6.999999999999999,,2.42,1988,Sports,1.27,0.32,0.78,0.05,2.42,1988-01-01
Tom Clancy'S Rainbow Six: Vegas 2,X360,Ubisoft,Ubisoft Montreal,8.2,,2.42,2008,Shooter,1.56,0.61,0.02,0.23,2.42,2008-01-01
God Of War Collection,PS3,Sony Computer Entertainment,Bluepoint Games,9.2,,2.42,2009,Action,1.7,0.46,0.06,0.41,2.63,2009-01-01
