Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Year_as_date
Kimi Ni Todoke: Tsutaeru Kimochi,DS,Banpresto,Namco Bandai Games,7.22,,0.05,2011,Adventure,0.0,0.0,0.05,0.0,0.05,2011-01-01
Nora To Koku No Koubou: Kiri No Mori No Majo,DS,Atlus,Atlus Co.,7.22,,0.05,2011,Role-Playing,0.0,0.0,0.05,0.0,0.05,2011-01-01
Pro Evolution Soccer 2016,PC,Konami Digital Entertainment,PES Productions,7.6,4.2,0.05,2015,Sports,0.0,0.04,0.0,0.0,0.04,2015-01-01
Short Track Racing: Trading Paint,PS2,Thq,Big Ant Studios,6.879999999999999,,0.05,2009,Racing,0.02,0.02,0.0,0.01,0.05,2009-01-01
Game No Kanzume Vol 1,SCD,Sega,Unknown,5.4399999999999995,,0.05,1994,Misc,0.0,0.0,0.04,0.0,0.05,1994-01-01
Rat Attack!,PS,Mindscape,Pure Entertainment,7.200000000000001,,0.04,1999,Puzzle,0.03,0.02,0.0,0.0,0.04,1999-01-01
The Tale Of Despereaux,WII,Brash Entertainment,Sensory Sweep Studios,2.1,,0.04,2008,Platform,0.04,0.0,0.0,0.0,0.04,2008-01-01
Cheer We Go!,DS,Natsume,Natsume,6.039999999999999,,0.04,2010,Misc,0.04,0.0,0.0,0.0,0.04,2010-01-01
Danny Phantom: Urban Jungle,DS,Thq,THQ,4.9799999999999995,,0.04,2006,Action,0.04,0.0,0.0,0.0,0.04,2006-01-01
Virtua Tennis 3,X360,Sega,Sumo Digital,8.0,,0.04,2007,Sports,0.03,0.02,0.0,0.0,0.05,2007-01-01
Sotsugyou Ii: Neo Generation,PS,Riverhillsoft,Riverhillsoft,5.4399999999999995,,0.04,1995,Simulation,0.0,0.0,0.04,0.0,0.04,1995-01-01
Summon Night Craft Sword Monogatari: Hajimari No Ishi,GBA,Banpresto,Flight-Plan,7.5,,0.04,2005,Role-Playing,0.0,0.0,0.04,0.0,0.04,2005-01-01
Grey'S Anatomy: The Video Game,DS,Ubisoft,Longtail Studios,6.000000000000001,,0.04,2009,Adventure,0.03,0.01,0.0,0.0,0.05,2009-01-01
The King Of Fighters 2002: Unlimited Match,PS2,Snk Playmore,SNK Playmore Corporation,6.5600000000000005,,0.04,2009,Fighting,0.0,0.0,0.04,0.0,0.04,2009-01-01
Looney Tunes: Cartoon Conductor,DS,Eidos Interactive,Amaze Entertainment,6.8,,0.04,2008,Misc,0.04,0.0,0.0,0.0,0.05,2008-01-01
Phoenix Wright: Revived Turnabout,DS,Capcom,Capcom,7.0200000000000005,,0.04,2008,Misc,0.0,0.0,0.04,0.0,0.04,2008-01-01
Rapala Trophies,PSP,Activision,Sand Grain Studios,6.999999999999999,,0.04,2006,Sports,0.04,0.0,0.0,0.0,0.04,2006-01-01
The Hustle: Detroit Streets,PS2,Activision,Blade Interactive,6.8,,0.04,2006,Sports,0.02,0.02,0.0,0.01,0.04,2006-01-01
Tomoyo After: It'S A Wonderful Life Cs Edition,PSP,Prototype,Key,6.5600000000000005,,0.04,2009,Adventure,0.0,0.0,0.04,0.0,0.04,2009-01-01
Virtua Fighter Cg Portrait Series Vol.6: Lau Chan,SAT,Sega,Sega-AM2,5.4399999999999995,,0.04,1995,Misc,0.0,0.0,0.04,0.0,0.04,1995-01-01
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong Ds,DS,Success,Success,7.5,,0.04,2005,Misc,0.0,0.0,0.04,0.0,0.04,2005-01-01
Dolly Kanon Dokidoki Tokimeki Himitsu No Ongaku Katsudou Start Desu!!,3DS,Happinet,Happinet,8.08,,0.04,2014,Adventure,0.0,0.0,0.04,0.0,0.04,2014-01-01
Disney'S Donald Duck: Goin' Quackers,GC,Ubisoft,Ubisoft Montreal,6.2,,0.04,2002,Platform,0.03,0.01,0.0,0.0,0.04,2002-01-01
World Trigger: Borderless Mission,PSV,Namco Bandai Games,ArtDink,7.279999999999999,,0.04,2015,Action,0.0,0.0,0.04,0.0,0.04,2015-01-01
Wolfenstein,PC,Activision,Raven Software,6.500000000000001,8.0,0.04,2009,Shooter,0.01,0.03,0.0,0.01,0.05,2009-01-01
Candace Kane'S Candy Factory,DS,Destineer,Destineer,5.8,,0.04,2008,Action,0.04,0.0,0.0,0.0,0.04,2008-01-01
Company Of Heroes,PC,Thq,Relic,9.4,,0.04,2006,Strategy,0.0,0.04,0.0,0.01,0.05,2006-01-01
World Championship Spelling,DS,505 Games,505 Games,6.039999999999999,,0.04,2010,Misc,0.04,0.0,0.0,0.0,0.04,2010-01-01
Supreme Commander,PC,Thq,Gas Powered Games,8.7,,0.04,2007,Strategy,0.0,0.04,0.0,0.01,0.05,2007-01-01
Operation Flashpoint: Elite,XB,Codemasters,Bohemia Interactive,5.000000000000001,,0.04,2005,Shooter,0.03,0.01,0.0,0.0,0.04,2005-01-01
Tsurugi No Machi No Ihoujin: Kuro No Kyuuden,PSV,Experience Inc.,Experience Inc.,7.279999999999999,,0.04,2015,Role-Playing,0.0,0.0,0.04,0.0,0.04,2015-01-01
Silent Hunter: Wolves Of The Pacific,PC,Ubisoft,Ubisoft Romania,8.8,,0.04,2007,Simulation,0.0,0.04,0.0,0.01,0.05,2007-01-01
"Roswell Conspiracies: Aliens, Myths & Legends",PS,Red Storm Entertainment,Red Storm Entertainment,6.380000000000001,,0.04,2001,Action,0.02,0.02,0.0,0.0,0.04,2001-01-01
Front Mission,DS,Square Enix,Square Enix,7.800000000000001,,0.04,2007,Strategy,0.01,0.0,0.03,0.0,0.04,2007-01-01
Darius Burst: Chronicle Saviours,PSV,Kadokawa Games,Unknown,6.880000000000001,,0.04,2016,Action,0.0,0.0,0.03,0.0,0.03,2016-01-01
Shin Fortune Quest: Sokutaku No Kishi,PS,Media Works,Media Works,4.92,,0.04,1996,Misc,0.0,0.0,0.04,0.0,0.04,1996-01-01
Family Fortunes,DS,Mindscape,Mindscape,5.7,,0.04,2009,Misc,0.0,0.04,0.0,0.0,0.05,2009-01-01
Crushed Baseball,GBA,Summitsoft,Griptonite Games,5.159999999999999,,0.04,2004,Sports,0.03,0.01,0.0,0.0,0.04,2004-01-01
Heatseeker,PSP,Codemasters,IR Gurus,4.8,,0.04,2007,Action,0.04,0.0,0.0,0.0,0.04,2007-01-01
Gem Smashers,3DS,Crave Entertainment,Frame Studios Interactive,5.7200000000000015,,0.04,2011,Platform,0.04,0.0,0.0,0.0,0.04,2011-01-01
Honda Atv Fever,WII,Storm City Games,Storm City Games,6.039999999999999,,0.04,2010,Racing,0.04,0.0,0.0,0.0,0.04,2010-01-01
Ben 10 Galactic Racing,PSV,D3Publisher,Unknown,5.619999999999999,,0.04,2012,Racing,0.02,0.02,0.0,0.01,0.05,2012-01-01
I.Q. Remix+: Intelligent Qube,PS2,Sony Computer Entertainment,SCEA,6.72,,0.04,2000,Puzzle,0.0,0.0,0.04,0.0,0.04,2000-01-01
Growlanser,PSP,Atlus,Career Soft,6.5600000000000005,,0.04,2009,Role-Playing,0.0,0.0,0.04,0.0,0.04,2009-01-01
Terraria,WIIU,505 Games,Re-Logic,5.920000000000001,,0.04,2016,Action,0.0,0.02,0.0,0.0,0.03,2016-01-01
Trollz: Hair Affair!,GBA,Ubisoft,Powerhead Games,6.000000000000001,,0.04,2005,Misc,0.03,0.01,0.0,0.0,0.04,2005-01-01
Daito Giken Koushiki Pachi-Slot Simulator: Shake Ii,PS2,Paon,Paon Corporation,7.44,,0.04,2007,Misc,0.0,0.0,0.04,0.0,0.04,2007-01-01
Grand Slam,PS,Virgin Interactive,Burst Studios,6.000000000000001,,0.04,1997,Misc,0.02,0.02,0.0,0.0,0.04,1997-01-01
Genkai Tokki: Seven Pirates,PSV,Compile Heart,Compile Heart,7.359999999999999,,0.04,2016,Role-Playing,0.0,0.0,0.02,0.0,0.02,2016-01-01
Rugby Challenge 3,PS4,Alternative Software,Wicked Witch Software,6.420000000000001,,0.04,2016,Sports,0.0,0.03,0.0,0.01,0.04,2016-01-01
The King Of Fighters 2000,PS2,Playmore,Playmore Corporation,7.4,,0.04,2002,Fighting,0.0,0.0,0.04,0.0,0.04,2002-01-01
Disney Planes Fire & Rescue,WII,Disney Interactive Studios,Little Orbit,6.999999999999999,,0.04,2014,Action,0.0,0.05,0.0,0.0,0.06,2014-01-01
D.C.F.S.: Da Capo Four Seasons,PS2,Kadokawa Shoten,Kadokawa Shoten,7.5,,0.04,2005,Adventure,0.0,0.0,0.04,0.0,0.04,2005-01-01
Disney'S Meet The Robinsons,GC,Disney Interactive Studios,Avalanche Software,6.000000000000001,,0.04,2007,Action,0.03,0.01,0.0,0.0,0.04,2007-01-01
Harley-Davidson: Road Trip,WII,Destineer,TBA,6.039999999999999,,0.04,2010,Racing,0.04,0.0,0.0,0.0,0.04,2010-01-01
Minna Ga Shuyaku No Nhk Kouhaku Quiz Kassen,WII,Nintendo,Nintendo,6.5600000000000005,,0.04,2009,Misc,0.0,0.0,0.04,0.0,0.04,2009-01-01
Rogue Trooper,PS2,Eidos Interactive,Rebellion Developments,8.0,,0.04,2006,Shooter,0.02,0.02,0.0,0.01,0.04,2006-01-01
Backyard Baseball '09,WII,Atari,Humongous Entertainment,1.0,,0.04,2008,Sports,0.04,0.0,0.0,0.0,0.04,2008-01-01
Justice League: Chronicles,GBA,Midway Games,Full Fat,3.4999999999999996,,0.04,2003,Platform,0.03,0.01,0.0,0.0,0.04,2003-01-01
Black Mirror 2,PC,Dtp Entertainment,Cranberry Production,7.44,,0.04,2009,Adventure,0.0,0.04,0.0,0.01,0.05,2009-01-01
Doko Demo Issho: Let'S Gakkou!,PSP,Sony Computer Entertainment,Sony Computer Entertainment,7.059999999999999,,0.04,2006,Misc,0.0,0.0,0.04,0.0,0.04,2006-01-01
M&M'S Beach Party,WII,Zoo Digital Publishing,Digital Embryo,4.96,,0.04,2009,Misc,0.04,0.0,0.0,0.0,0.04,2009-01-01
Chicken Shoot,GBA,Zoo Digital Publishing,Zuxxez,6.000000000000001,,0.04,2005,Action,0.03,0.01,0.0,0.0,0.04,2005-01-01
Monster High: New Ghoul In School,PS3,Little Orbit,Torus Games,6.4399999999999995,,0.04,2015,Action,0.0,0.06,0.0,0.01,0.07,2015-01-01
White Album 2: Shiawase No Mukougawa,PS3,Aqua Plus,Aqua Plus,5.84,,0.04,2012,Adventure,0.0,0.0,0.04,0.0,0.04,2012-01-01
Go Go Ackman 3,SNES,Banpresto,Aspect,8.2,,0.04,1995,Platform,0.0,0.0,0.04,0.0,0.04,1995-01-01
Advance Guardian Heroes,GBA,Ubisoft,"Treasure Co., Ltd.",6.999999999999999,,0.04,2004,Role-Playing,0.03,0.01,0.0,0.0,0.04,2004-01-01
Riding Stables: The Whitakers Present Milton And Friends,3DS,Dtp Entertainment,Koch Media,6.0200000000000005,,0.04,2011,Sports,0.0,0.04,0.0,0.0,0.04,2011-01-01
Star X,GBA,Bam! Entertainment,Graphic State,4.5,,0.04,2002,Shooter,0.03,0.01,0.0,0.0,0.04,2002-01-01
Jerry Rice And Nitus' Dog Football,WII,Tommo,Judo Baby,6.999999999999999,,0.04,2011,Sports,0.04,0.0,0.0,0.0,0.04,2011-01-01
San-X Land: Theme Park De Asobou!,DS,Mto,MTO,7.059999999999999,,0.04,2006,Action,0.0,0.0,0.04,0.0,0.04,2006-01-01
Corpse Party: Book Of Shadows,PSP,5Pb,Team GrisGris,5.8,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
428: Fuusa Sareta Shibuya De,PSP,Spike,ChunSoft,6.5600000000000005,,0.04,2009,Adventure,0.0,0.0,0.04,0.0,0.04,2009-01-01
Runaway: A Twist Of Fate,PC,Focus Home Interactive,Pendulo Studios,7.9,7.9,0.04,2009,Adventure,0.0,0.04,0.0,0.01,0.04,2009-01-01
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS,Spike,Spike,7.0200000000000005,,0.04,2008,Adventure,0.0,0.0,0.04,0.0,0.04,2008-01-01
Tom Clancy'S Hawx,PC,Ubisoft,Ubisoft Romania,6.7,,0.04,2009,Action,0.0,0.03,0.0,0.01,0.04,2009-01-01
True Love Story 3,PS2,Enterbrain,Enterbrain,6.34,,0.04,2001,Simulation,0.0,0.0,0.04,0.0,0.04,2001-01-01
The Idolm@Ster: Must Songs - Red Board / Blue Board,PSV,Namco Bandai Games,Bandai Namco Games,7.279999999999999,,0.04,2015,Misc,0.0,0.0,0.04,0.0,0.04,2015-01-01
Little Battlers Experience W,PSV,Level 5,Level 5,5.84,,0.04,2012,Role-Playing,0.0,0.0,0.04,0.0,0.04,2012-01-01
Strike Force Bowling,XB,Crave Entertainment,Lab Rats Games,4.0,,0.04,2004,Sports,0.03,0.01,0.0,0.0,0.04,2004-01-01
Chessmaster,GBA,Ubisoft,Ubisoft,7.5,,0.04,2002,Misc,0.03,0.01,0.0,0.0,0.04,2002-01-01
Blood Will Tell: Tezuka Osamu'S Dororo,PS2,Sega,Wow Entertainment,6.48,,0.04,2004,Adventure,0.02,0.02,0.0,0.01,0.04,2004-01-01
The Wolf Among Us,PSV,Telltale Games,Telltale Games,6.380000000000001,,0.04,2014,Adventure,0.05,0.0,0.0,0.02,0.07,2014-01-01
Kanuchi: Shiroki Tsubasa No Shou,PS2,Idea Factory,Idea Factory,7.0200000000000005,,0.04,2008,Adventure,0.0,0.0,0.04,0.0,0.04,2008-01-01
Sx Superstar,XB,Acclaim Entertainment,Climax Studios,3.6,,0.04,2003,Racing,0.03,0.01,0.0,0.0,0.04,2003-01-01
Katekyoo Hitman Reborn! Battle Arena,PSP,Marvelous Interactive,Ancient,7.0200000000000005,,0.04,2008,Fighting,0.0,0.0,0.04,0.0,0.04,2008-01-01
Naruto Shippuuden: Shinobi Retsuden Iii,DS,Takara Tomy,Takara Tomy,6.5600000000000005,,0.04,2009,Action,0.0,0.0,0.04,0.0,0.04,2009-01-01
Saki Portable,PSP,Alchemist,Alchemist,6.26,,0.04,2010,Adventure,0.0,0.0,0.04,0.0,0.04,2010-01-01
Mlb 15: The Show,PSV,Sony Computer Entertainment,SCE San Diego Studio,5.76,,0.04,2015,Sports,0.03,0.0,0.0,0.01,0.04,2015-01-01
Renai Revenge,PSV,Tgl,TGL,7.08,,0.04,2015,Adventure,0.0,0.0,0.03,0.0,0.03,2015-01-01
Thrillville: Off The Rails,DS,Lucasarts,Frontier Developments,4.5,,0.04,2007,Strategy,0.03,0.01,0.0,0.0,0.05,2007-01-01
Igor: The Game,DS,Legacy Interactive,Santa Cruz Games,4.0,,0.04,2008,Adventure,0.04,0.0,0.0,0.0,0.04,2008-01-01
No Rules: Get Phat,GBA,Tdk Mediactive,Flying Tiger Development,3.0,,0.04,2001,Action,0.03,0.01,0.0,0.0,0.04,2001-01-01
Zombi Daisuki,DS,Chunsoft,ChunSoft,7.279999999999999,,0.04,2011,Action,0.0,0.0,0.04,0.0,0.04,2011-01-01
Praetorians,PC,Eidos Interactive,Pyro Studios,8.9,,0.04,2003,Strategy,0.0,0.04,0.0,0.0,0.04,2003-01-01
Diabolik Lovers: Lunatic Parade,PSV,Idea Factory,Unknown,6.880000000000001,,0.04,2016,Adventure,0.0,0.0,0.03,0.0,0.03,2016-01-01
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai Masuu",DS,Marvelous Interactive,Marvelous Interactive,7.059999999999999,,0.04,2006,Adventure,0.0,0.0,0.04,0.0,0.04,2006-01-01
The Invincible Iron Man,GBA,Activision,Torus Games Pty. Ltd.,6.400000000000001,,0.04,2002,Action,0.03,0.01,0.0,0.0,0.04,2002-01-01
Super Robot Taisen Og Infinite Battle,PS3,Namco Bandai Games,B.B. Studio,6.959999999999999,,0.04,2013,Fighting,0.0,0.0,0.04,0.0,0.04,2013-01-01
Doramoji: Nobita No Kanji Daisakusen,3DS,Shogakukan,Jupiter Corporation,7.08,,0.04,2015,Misc,0.0,0.0,0.03,0.0,0.03,2015-01-01
High Heat Baseball 2002,PS,3Do,3DO,6.380000000000001,,0.04,2001,Sports,0.02,0.02,0.0,0.0,0.04,2001-01-01
Horses 3D,3DS,Ubisoft,Ubisoft,7.159999999999998,,0.04,2012,Misc,0.04,0.0,0.0,0.0,0.04,2012-01-01
Major League Baseball 2K12,PC,Take-Two Interactive,"Visual Concepts, Ltd.",7.159999999999998,,0.04,2012,Sports,0.04,0.0,0.0,0.0,0.04,2012-01-01
Bloody Roar Extreme,XB,Hudson Soft,Eighting / Raizing,7.300000000000001,,0.04,2003,Fighting,0.03,0.01,0.0,0.0,0.04,2003-01-01
Shin Hayarigami,PS3,Nippon Ichi Software,Nippon Ichi Software,8.08,,0.04,2014,Adventure,0.0,0.0,0.04,0.0,0.04,2014-01-01
Mlb Slugfest 20-04,GC,Midway Games,Criterion Games,8.0,,0.04,2003,Sports,0.03,0.01,0.0,0.0,0.04,2003-01-01
Jissen Pachislot Hisshouhou! Hokuto No Ken Ds,DS,Sega,Sammy Studios,7.5,,0.04,2005,Misc,0.0,0.0,0.04,0.0,0.04,2005-01-01
Lise No Atelier: Ordre No Renkinjutsushi,DS,Gust,Gust,7.44,,0.04,2007,Role-Playing,0.0,0.0,0.04,0.0,0.04,2007-01-01
Dragon'S Dogma Online,PS3,Capcom,Capcom,7.08,,0.04,2015,Role-Playing,0.0,0.0,0.03,0.0,0.03,2015-01-01
Amnesia,PSP,Idea Factory,Idea Factory,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Tabi No Yubisashi Kaiwachou Ds: Ds Series 5 Deutsch,DS,Nintendo,TOSE,7.059999999999999,,0.04,2006,Misc,0.0,0.0,0.04,0.0,0.04,2006-01-01
Great Battle Full Blast,PSP,Namco Bandai Games,Banpresto,5.84,,0.04,2012,Action,0.0,0.0,0.04,0.0,0.04,2012-01-01
Metal Slug 4 & 5,XB,Snk Playmore,BrezzaSoft,6.000000000000001,,0.04,2005,Shooter,0.03,0.01,0.0,0.0,0.04,2005-01-01
The Sims Deluxe,PC,Electronic Arts,Maxis,6.22,,0.04,2002,Simulation,0.01,0.02,0.0,0.01,0.04,2002-01-01
Adventure Time: Explore The Dungeon Because I Don'T Know!,WIIU,D3Publisher,Way Forward,2.8,,0.04,2013,Action,0.02,0.01,0.0,0.0,0.03,2013-01-01
Ncis,PC,Ubisoft,Ubisoft,6.7,,0.04,2011,Adventure,0.01,0.02,0.0,0.01,0.04,2011-01-01
Gravity Falls: Legend Of The Gnome Gemulets,3DS,Ubisoft,Ubisoft,7.1800000000000015,,0.04,2015,Action,0.03,0.0,0.0,0.0,0.04,2015-01-01
Watashi No Relaxuma,DS,Rocket Company,Rocket Company,7.44,,0.04,2007,Simulation,0.0,0.0,0.04,0.0,0.04,2007-01-01
Phantom Kingdom Portable,PSP,Nippon Ichi Software,Nippon Ichi Software,7.279999999999999,,0.04,2011,Role-Playing,0.0,0.0,0.04,0.0,0.04,2011-01-01
Way Of The Samurai 2 Portable,PSP,Spike,Spike,6.5600000000000005,,0.04,2009,Action,0.0,0.0,0.04,0.0,0.04,2009-01-01
The Legend Of Heroes: Trails In The Sky Sc Evolution,PSV,Kadokawa Games,Falcom,7.08,,0.04,2015,Role-Playing,0.0,0.0,0.03,0.0,0.03,2015-01-01
Lego Indiana Jones: The Original Adventures,PC,Lucasarts,Traveller's Tales,8.0,,0.04,2008,Action,0.02,0.02,0.0,0.01,0.04,2008-01-01
Little Busters! Converted Edition,PSP,Prototype,Prototype,6.26,,0.04,2010,Adventure,0.0,0.0,0.04,0.0,0.04,2010-01-01
Sengoku Otome: Legend Battle,PSV,Unknown,Unknown,7.359999999999999,,0.04,2016,Action,0.0,0.0,0.02,0.0,0.02,2016-01-01
Fashion Week Jr. Designer,DS,505 Games,505 Games,4.96,,0.04,2009,Simulation,0.04,0.0,0.0,0.0,0.04,2009-01-01
Duke Nukem Trilogy: Critical Mass,DS,Deep Silver,FrontLine Studios,5.7200000000000015,,0.04,2011,Shooter,0.04,0.0,0.0,0.0,0.04,2011-01-01
Just Sing! Vol. 2,DS,Pqube,Engine Software,5.88,,0.04,2011,Misc,0.0,0.04,0.0,0.01,0.04,2011-01-01
Elven Legacy,PC,Paradox Interactive,1C:Ino-Co,7.700000000000001,,0.04,2009,Strategy,0.01,0.0,0.0,0.0,0.02,2009-01-01
Split/Second,PC,Disney Interactive Studios,Black Rock Studio,8.5,,0.04,2010,Racing,0.0,0.04,0.0,0.01,0.04,2010-01-01
Shukufuku No Campanella Portable,PSP,Kadokawa Shoten,Kadokawa Shoten,6.26,,0.04,2010,Adventure,0.0,0.0,0.04,0.0,0.04,2010-01-01
Jewel Quest Mysteries 2: Trail Of The Midnight Heart,DS,Unknown,Licensed 4U,5.88,,0.04,2011,Puzzle,0.0,0.04,0.0,0.01,0.04,2011-01-01
Paws & Claws: Regal Resort,DS,Thq,Independent Arts Software,6.039999999999999,,0.04,2010,Simulation,0.04,0.0,0.0,0.0,0.04,2010-01-01
Lego Pirates Of The Caribbean: The Video Game,PC,Disney Interactive Studios,Traveller's Tales,7.300000000000001,6.9,0.04,2011,Action,0.02,0.0,0.0,0.0,0.03,2011-01-01
Chaos;Head - Love Chu*Chu!,PSP,5Pb,Nitroplus,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Yourself Fitness,PS2,Respondesign,"responDESIGN, Inc.",7.379999999999999,,0.04,2005,Sports,0.02,0.02,0.0,0.01,0.04,2005-01-01
Need For Speed: Prostreet,PC,Electronic Arts,EA Black Box,7.58,,0.04,2007,Racing,0.0,0.04,0.0,0.01,0.04,2007-01-01
12Riven: The Psi-Climinal Of Integral,PS2,Cyberfront,KID Corporation,7.0200000000000005,,0.04,2008,Adventure,0.0,0.0,0.04,0.0,0.04,2008-01-01
Mazes Of Fate Ds,DS,Graffiti,Sabarasa Entertainment,3.6799999999999997,,0.04,2008,Role-Playing,0.04,0.0,0.0,0.0,0.04,2008-01-01
Barnyard,WII,Thq,Blue Tongue,4.9799999999999995,,0.04,2006,Action,0.04,0.0,0.0,0.0,0.04,2006-01-01
Lionel Trains: On Track,DS,Dsi Games,Unknown,3.4999999999999996,,0.04,2006,Action,0.04,0.0,0.0,0.0,0.04,2006-01-01
Painkiller: Hell & Damnation,PS3,Nordic Games,The Farm 51,5.08,,0.04,2013,Shooter,0.02,0.02,0.0,0.01,0.04,2013-01-01
Warjetz,PS2,3Do,3DO,5.9799999999999995,,0.04,2001,Shooter,0.02,0.02,0.0,0.01,0.04,2001-01-01
Banushi Life Game: Winner'S Circle,DS,Genki,Genki,7.44,,0.04,2007,Sports,0.0,0.0,0.04,0.0,0.04,2007-01-01
Catwoman,GBA,Electronic Arts,Magic Pockets,6.1000000000000005,,0.04,2004,Action,0.03,0.01,0.0,0.0,0.04,2004-01-01
Gakuen Hetalia Portable,PSP,Idea Factory,Idea Factory,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Capcom Fighting Evolution,XB,Capcom,Capcom?ÿProduction?ÿStudio?ÿ2,6.8,,0.04,2005,Fighting,0.03,0.01,0.0,0.0,0.04,2005-01-01
Gray Matter,X360,Dtp Entertainment,Wizarbox Studios,6.0200000000000005,,0.04,2011,Adventure,0.0,0.04,0.0,0.01,0.05,2011-01-01
Bella Sara 2 - The Magic Of Drasilmare,3DS,Big Ben Interactive,EKO Software,5.820000000000001,,0.04,2013,Adventure,0.0,0.02,0.0,0.0,0.02,2013-01-01
Igt Slots: Lucky Larry'S Lobstermania,PC,Masque Publishing,Masque Publishing,6.62,,0.04,2011,Simulation,0.01,0.0,0.0,0.0,0.02,2011-01-01
Novastorm,PS,Psygnosis,Psygnosis,2.0,,0.04,1995,Shooter,0.02,0.02,0.0,0.0,0.04,1995-01-01
Popcap Arcade Vol 1,X360,Popcap Games,PopCap Games,5.400000000000001,,0.04,2007,Puzzle,0.04,0.0,0.0,0.0,0.04,2007-01-01
Dead Ball Zone,PS,Gt Interactive,Rage Software,6.819999999999999,,0.04,1998,Sports,0.02,0.02,0.0,0.0,0.04,1998-01-01
Farm Frenzy,PC,Mumbo Jumbo,Melesta,4.680000000000001,,0.04,2008,Strategy,0.01,0.0,0.0,0.0,0.02,2008-01-01
Haunted Casino,SAT,Societa,Societa,4.92,,0.04,1996,Adventure,0.0,0.0,0.04,0.0,0.04,1996-01-01
Terraria,XONE,505 Games,Re-Logic,6.34,,0.04,2014,Action,0.0,0.04,0.0,0.0,0.04,2014-01-01
Diabolik Lovers: Dark Fate,PSV,Idea Factory,Rejet,7.08,,0.04,2015,Action,0.0,0.0,0.03,0.0,0.03,2015-01-01
The Legend Of Heroes: Trails In The Sky Third Chapter,PSV,Nihon Falcom Corporation,Nihon Falcom Corporation,7.359999999999999,,0.04,2016,Role-Playing,0.0,0.0,0.02,0.0,0.02,2016-01-01
S.Y.K Renshouden Portable,PSP,Idea Factory,Idea Factory,7.279999999999999,,0.04,2011,Adventure,0.0,0.0,0.04,0.0,0.04,2011-01-01
Metal Max Returns,SNES,Data East,Crea-Tech,5.4399999999999995,,0.04,1995,Role-Playing,0.0,0.0,0.04,0.0,0.04,1995-01-01
Hanaoni: Yume No Tsudzuki,PSP,Idea Factory,Design Factory,5.84,,0.04,2012,Action,0.0,0.0,0.04,0.0,0.04,2012-01-01
Mat Hoffman'S Pro Bmx 2,GC,Activision,Rainbow Studios,7.6,,0.04,2002,Sports,0.03,0.01,0.0,0.0,0.04,2002-01-01
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,Infogrames,Paradigm Entertainment,5.24,,0.04,2000,Platform,0.03,0.01,0.0,0.0,0.04,2000-01-01
Monaco Grand Prix,N64,Ubisoft,Ubisoft,8.4,,0.04,1999,Racing,0.03,0.01,0.0,0.0,0.04,1999-01-01
Superman: Countdown To Apokolips,GBA,Atari,Mistic Software,4.5,,0.04,2003,Platform,0.03,0.01,0.0,0.0,0.04,2003-01-01
Zen-Nippon Gt Senshuken,SNES,Banpresto,Kaneko Co. Ltd,5.4399999999999995,,0.04,1995,Racing,0.0,0.0,0.04,0.0,0.04,1995-01-01
Kikou Heidan J-Phoenix 2,PS2,Takara,Takara,4.72,,0.04,2003,Action,0.0,0.0,0.04,0.0,0.04,2003-01-01
Harukanaru Toki No Naka De 5,PSP,Tecmo Koei,Tecmo Koei Games,7.279999999999999,,0.04,2011,Role-Playing,0.0,0.0,0.04,0.0,0.04,2011-01-01
Platinum Sudoku,DS,Ubisoft,Gameloft,7.5,,0.04,2007,Puzzle,0.03,0.01,0.0,0.0,0.04,2007-01-01
Who Wants To Be A Millionaire: 3Rd Edition,DS,Ubisoft,Ubisoft,6.039999999999999,,0.04,2010,Misc,0.04,0.0,0.0,0.0,0.04,2010-01-01
Company Of Heroes: Tales Of Valor,PC,Thq,Relic,6.999999999999999,,0.04,2009,Strategy,0.0,0.03,0.0,0.01,0.04,2009-01-01
Farm Frenzy 3,PC,Alawar Entertainment,"Alawar Entertainment, Inc.",6.859999999999999,,0.04,2009,Strategy,0.0,0.03,0.0,0.01,0.04,2009-01-01
Saru! Get You! Pipo Saru Senki,PSP,Sony Computer Entertainment,Shift,6.5600000000000005,,0.04,2009,Role-Playing,0.0,0.0,0.04,0.0,0.04,2009-01-01
System 3 Presents Ferrari Challenge Trofeo Pirelli,DS,System 3 Arcade Software,Climax Group,4.9399999999999995,,0.04,2008,Racing,0.03,0.01,0.0,0.0,0.04,2008-01-01
J.League Pro Soccer Club O Tsukurou! 8 Euro Plus,PSP,Sega,Sega,6.959999999999999,,0.04,2013,Sports,0.0,0.0,0.04,0.0,0.04,2013-01-01
